"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","INSPECTION.DATE","ACTION","VIOLATION.CODE","VIOLATION.DESCRIPTION","CRITICAL.FLAG","SCORE","GRADE","GRADE.DATE","RECORD.DATE","INSPECTION.TYPE","add","lon","lat","geoAddress"
50011908,"BUDDHA BODAI ONE VEGETARIAN RESTAURANT","MANHATTAN","5","MOTT ST",10013,"2125668388","Vegetarian","1/5/15","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical",24,"B","1/5/15","9/27/17","Cycle Inspection / Re-inspection","5 MOTT ST",-73.9989484,40.7138543,"5 mott st, new york, ny 10013, usa"
50000972,"BRASSERIE COGNAC EAST","MANHATTAN","963","LEXINGTON AVE",10021,"2122495100","French","10/2/14","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140í‰Œ_ F.","Critical",20,"","","9/27/17","Cycle Inspection / Initial Inspection","963 LEXINGTON AVE",-73.9628994,40.7691115,"963 lexington ave, new york, ny 10021, usa"
41703681,"LEGEND UPPER WEST","MANHATTAN","258","WEST  109 STREET",10025,"2122224800","Chinese","9/7/17","Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.","02B","Hot food item not held at or above 140í‰Œ_ F.","Critical",50,"","","9/27/17","Cycle Inspection / Initial Inspection","258 WEST  109 STREET",-73.966815,40.8032671,"258 w 109th st, new york, ny 10025, usa"
40857382,"POPEYES LOUISIANA KITCHEN","MANHATTAN","103","EAST  125 STREET",10035,"2124274217","Chicken","5/6/14","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",7,"A","5/6/14","9/27/17","Cycle Inspection / Initial Inspection","103 EAST  125 STREET",-73.9387069,40.8050869,"103 e 125th st, new york, ny 10035, usa"
41691378,"CHIPOTLE MEXICAN GRILL","MANHATTAN","604","2 AVENUE",10016,"9172897052","Mexican","9/22/16","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",11,"A","9/22/16","9/27/17","Cycle Inspection / Initial Inspection","604 2 AVENUE",-73.9758441,40.7441607,"604 2nd ave, new york, ny 10016, usa"
40987257,"DELIZIA  RISTORANTE","MANHATTAN","1374","1 AVENUE",10021,"2125178888","Italian","6/9/17","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140í‰Œ_ F.","Critical",8,"","","9/27/17","Cycle Inspection / Initial Inspection","1374 1 AVENUE",-73.9550586,40.7685981,"1374 1st avenue, new york, ny 10021, usa"
41463512,"MCDONALD'S","MANHATTAN","824","3 AVENUE",10022,"6469186885","Hamburgers","8/7/14","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical",11,"A","8/7/14","9/27/17","Cycle Inspection / Re-inspection","824 3 AVENUE",-74.0025056,40.6595759,"824 3rd ave, brooklyn, ny 11232, usa"
50041313,"876 MARKET DELI","MANHATTAN","876","6TH AVE",10001,"2122132431","Delicatessen","1/26/16","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140í‰Œ_ F.","Critical",12,"A","1/26/16","9/27/17","Pre-permit (Operational) / Initial Inspection","876 6TH AVE",-73.988838,40.7478818,"876 6th ave, new york, ny 10001, usa"
50046856,"THE GREAT NORTHERN DELI AND DANISH DOGS","MANHATTAN","89","E 42ND ST",10017,"6462799871","Other","5/24/16","Violations were cited in the following area(s).","05H","No facilities available to wash, rinse and sanitize utensils and/or equipment.","Critical",53,"","","9/27/17","Pre-permit (Operational) / Initial Inspection","89 E 42ND ST",-73.9776273,40.7525703,"89 e 42nd st, new york, ny 10017, usa"
41128262,"BRUNO'S CATERING & CAFE","MANHATTAN","282284","1 AVENUE",10009,"2122542156","American","7/26/17","Violations were cited in the following area(s).","10I","Single service item reused, improperly stored, dispensed; not used when required.","Not Critical",43,"","","9/27/17","Cycle Inspection / Initial Inspection","282284 1 AVENUE",-73.95924,40.763368,"1st avenue, new york, ny, usa"
41641934,"GEORGETOWN CUPCAKE SOHO","MANHATTAN","111","MERCER STREET",10012,"2124314504","Bakery","10/24/16","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",10,"A","10/24/16","9/27/17","Cycle Inspection / Re-inspection","111 MERCER STREET",-73.9995973,40.7237675,"111 mercer st, new york, ny 10012, usa"
50043730,"PIZZA BAR","MANHATTAN","151","W 34TH ST",10001,"2036563661","Pizza","3/30/16","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",17,"","","9/27/17","Pre-permit (Operational) / Initial Inspection","151 W 34TH ST",-73.9895261,40.7507917,"151 w 34th st, new york, ny 10001, usa"
50033715,"DOMINIQUE ANSEL KITCHEN","MANHATTAN","137","7TH AVE S",10014,"2122425111","Bakery","5/15/15","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",5,"A","5/15/15","9/27/17","Pre-permit (Operational) / Initial Inspection","137 7TH AVE S",-74.0018989,40.7348168,"137 7th ave s, new york, ny 10014, usa"
50018738,"KISS MY SLICE","MANHATTAN","274","W 40TH ST",10018,"2123919524","Pizza","3/6/17","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",15,"","","9/27/17","Cycle Inspection / Initial Inspection","274 W 40TH ST",-73.9905282,40.7557324,"274 w 40th st, new york, ny 10018, usa"
50009906,"CLAUDETTE","MANHATTAN","24","5TH AVE",10011,"2128682424","French","9/9/14","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical",53,"","","9/27/17","Pre-permit (Operational) / Initial Inspection","24 5TH AVE",-73.9963068,40.7332414,"24 5th ave, new york, ny 10011, usa"
50039260,"STARBUCKS","MANHATTAN","140","E 45TH ST",10017,"6466781753","Cafí€Œ©/Coffee/Tea","11/6/15","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",17,"","","9/27/17","Pre-permit (Operational) / Initial Inspection","140 E 45TH ST",-73.9740497,40.752707,"grand central tower, 140 e 45th st, new york, ny 10017, usa"
41034277,"MCKEOWN'S","MANHATTAN","1303","3 AVENUE",10021,"2124522011","Irish","5/2/16","Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical",16,"","","9/27/17","Cycle Inspection / Initial Inspection","1303 3 AVENUE",-73.9591107,40.7713533,"1303 3rd ave, new york, ny 10021, usa"
41228172,"NATSUMI","MANHATTAN","226","WEST   50 STREET",10019,"2122582988","Japanese","1/17/17","Violations were cited in the following area(s).","02G","Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.","Critical",12,"A","1/17/17","9/27/17","Cycle Inspection / Initial Inspection","226 WEST   50 STREET",-73.985274,40.7616963,"226 w 50th st, new york, ny 10019, usa"
41716904,"HIGHLINE PIZZERIA","MANHATTAN","503","WEST   28 STREET",10001,"2125643330","Pizza","11/16/16","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140í‰Œ_ F.","Critical",9,"A","11/16/16","9/27/17","Cycle Inspection / Re-inspection","503 WEST   28 STREET",-74.0022306,40.7510941,"503 w 28th st, new york, ny 10001, usa"
40918477,"HALE & HEARTY SOUP","MANHATTAN","466","LEXINGTON AVENUE",10017,"6465801900","Soups & Sandwiches","8/9/17","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140í‰Œ_ F.","Critical",24,"","","9/27/17","Cycle Inspection / Initial Inspection","466 LEXINGTON AVENUE",-73.9746823,40.7536334,"466 lexington ave, new york, ny 10017, usa"
41317594,"MARK FORGIONE","MANHATTAN","134","READE STREET",10013,"2129419401","American","4/22/15","Violations were cited in the following area(s).","04K","Evidence of rats or live rats present in facility's food and/or non-food areas.","Critical",13,"A","4/22/15","9/27/17","Cycle Inspection / Re-inspection","134 READE STREET",-74.0095421,40.716545,"134 reade st, new york, ny 10013, usa"
41551883,"OTTOMANELLI N.Y. GRILL","MANHATTAN","1424","LEXINGTON AVENUE",10128,"2124266886","Italian","2/5/15","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical",28,"","","9/27/17","Cycle Inspection / Initial Inspection","1424 LEXINGTON AVENUE",-73.952456,40.7841477,"1424 lexington ave, new york, ny 10128, usa"
40399334,"ACAPPELLA RESTAURANT","MANHATTAN","1","HUDSON STREET",10013,"2122400163","Italian","4/16/15","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",5,"A","4/16/15","9/27/17","Cycle Inspection / Re-inspection","1 HUDSON STREET",-74.0094423,40.7158187,"1 hudson st, hudson, ny 12534, usa"
40976304,"ART BAR","MANHATTAN","52","8 AVENUE",10014,"2127270244","American","5/19/16","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",15,"","","9/27/17","Cycle Inspection / Initial Inspection","52 8 AVENUE",-74.0034447,40.7384402,"52 8th ave, new york, ny 10014, usa"
40592566,"FRED'S","MANHATTAN","476","AMSTERDAM AVE",10024,"2125793076","American","6/8/16","Violations were cited in the following area(s).","10D","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.","Not Critical",3,"A","6/8/16","9/27/17","Cycle Inspection / Initial Inspection","476 AMSTERDAM AVE",-73.9767435,40.7856578,"476 amsterdam ave, new york, ny 10024, usa"
41180283,"STARBUCKS","MANHATTAN","655","LEXINGTON AVENUE",10022,"2123085717","Cafí€Œ©/Coffee/Tea","12/4/13","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",9,"A","12/4/13","9/27/17","Cycle Inspection / Initial Inspection","655 LEXINGTON AVENUE",-73.9699941,40.7594634,"655 lexington ave, new york, ny 10022, usa"
41689822,"PIG AND KHAO","MANHATTAN","68","CLINTON STREET",10002,"2129204485","Thai","10/1/14","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140í‰Œ_ F.","Critical",27,"","","9/27/17","Cycle Inspection / Initial Inspection","68 CLINTON STREET",-73.9847379,40.719249,"68 clinton st, new york, ny 10002, usa"
40811162,"CARMINE'S","MANHATTAN","2450","BROADWAY",10024,"2123622200","Italian","8/18/17","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",2,"A","8/18/17","9/27/17","Cycle Inspection / Re-inspection","2450 BROADWAY",-73.9739914,40.7910963,"2450 broadway, new york, ny 10024, usa"
50019029,"AMMOS ESTIATORIO","MANHATTAN","52","VANDERBILT AVE",10017,"2129229999","Greek","7/6/16","Violations were cited in the following area(s).","02G","Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.","Critical",14,"","","9/27/17","Cycle Inspection / Initial Inspection","52 VANDERBILT AVE",-73.9773017,40.7542642,"52 vanderbilt ave, new york, ny 10017, usa"
40640688,"SPIRIT OF NEW JERSEY","MANHATTAN","PIER 62","WEST 23 STREET - CHELSEA PIER",10011,"2127277735","American","5/23/16","Violations were cited in the following area(s).","02C","Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65í‰Œ_ F or above within 2 hours.","Critical",5,"A","5/23/16","9/27/17","Cycle Inspection / Initial Inspection","PIER 62 WEST 23 STREET - CHELSEA PIER",-74.0099945,40.7487322,"61 chelsea piers, new york, ny 10011, usa"
41155027,"HAMPTON CHUTNEY, CO.","MANHATTAN","464","AMSTERDAM AVENUE",10024,"2123625050","Indian","7/6/16","Violations were cited in the following area(s).","02G","Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.","Critical",29,"","","9/27/17","Cycle Inspection / Initial Inspection","464 AMSTERDAM AVENUE",-73.9769331,40.7854107,"464 amsterdam ave, new york, ny 10024, usa"
